age,education_num,race,sex,hours_per_week
22,10,White,Male,20
28,4,White,Male,84
23,9,Asian-Pac-Islander,Male,40
49,14,White,Male,50
39,13,White,Male,35
67,13,White,Male,60
19,10,White,Male,16
30,12,White,Male,50
25,10,Asian-Pac-Islander,Female,40
24,9,Asian-Pac-Islander,Male,30
46,9,White,Male,40
37,14,White,Male,45
41,9,White,Male,40
40,10,White,Male,20
44,9,White,Female,40
32,9,White,Male,40
58,9,Black,Male,20
48,9,White,Male,48
34,13,White,Male,40
29,11,Black,Female,40
46,13,White,Male,50
36,9,Asian-Pac-Islander,Male,40
59,13,White,Male,38
29,8,White,Male,40
50,14,White,Male,40
25,9,White,Male,40
27,12,Asian-Pac-Islander,Female,35
48,9,White,Male,70
51,16,White,Female,70
36,9,White,Male,45
42,7,White,Male,50
49,13,White,Male,40
33,10,White,Male,20
40,13,White,Male,60
26,13,White,Female,40
69,9,White,Female,40
59,9,White,Male,30
30,9,White,Female,40
31,12,White,Female,35
30,13,White,Male,50
27,13,White,Female,40
20,10,White,Female,16
56,12,White,Female,40
24,9,White,Male,40
47,13,White,Female,50
51,13,Black,Male,35
34,9,White,Male,45
47,9,Black,Male,9
47,10,White,Male,44
20,10,Asian-Pac-Islander,Female,40
34,9,White,Male,54
31,7,White,Female,40
42,11,White,Female,32
52,3,White,Male,40
56,9,White,Female,40
53,9,White,Male,40
26,10,White,Male,50
81,10,White,Female,20
28,6,Black,Female,40
57,10,White,Male,48
34,9,White,Female,40
31,6,White,Male,40
24,11,Black,Female,40
20,9,White,Male,40
68,10,Black,Female,40
60,9,White,Female,32
37,10,White,Male,40
25,4,White,Male,40
36,9,White,Male,40
45,12,White,Male,40
34,10,White,Male,60
31,13,White,Female,70
47,13,White,Male,60
60,9,White,Male,42
75,13,White,Male,24
43,10,White,Male,40
18,9,White,Male,40
25,13,Asian-Pac-Islander,Female,40
20,9,White,Female,40
32,9,White,Female,50
57,13,White,Male,20
43,10,White,Male,60
18,9,White,Male,40
41,13,Black,Female,40
48,9,White,Male,40
35,9,White,Male,90
41,11,White,Male,40
23,9,Black,Female,20
32,13,White,Male,45
33,9,White,Male,40
58,9,White,Male,40
22,10,White,Male,65
33,10,White,Female,50
42,15,White,Male,38
25,9,White,Female,40
39,9,White,Male,50
35,13,White,Male,45
50,10,White,Female,38
49,14,White,Male,50
25,13,White,Male,40
47,10,Black,Female,40
46,10,White,Female,40
42,12,Black,Male,40
37,7,White,Male,60
25,13,White,Male,40
29,6,White,Male,40
26,10,White,Male,45
26,10,White,Female,40
45,13,White,Male,40
34,9,White,Female,30
33,12,Black,Female,40
43,13,White,Male,40
28,9,White,Male,45
51,10,White,Male,75
21,10,White,Female,35
23,12,White,Female,35
30,9,White,Female,40
46,14,White,Male,45
38,9,White,Male,50
20,9,White,Male,40
36,13,White,Male,50
37,15,White,Male,50
44,14,White,Male,42
33,9,White,Male,40
45,13,White,Male,40
47,10,White,Male,40
54,9,Asian-Pac-Islander,Male,40
17,6,White,Male,30
43,9,White,Female,36
45,13,White,Female,50
37,10,White,Female,40
44,11,White,Male,40
55,14,White,Female,50
41,9,White,Male,48
23,13,White,Female,40
38,10,Black,Female,40
23,13,White,Female,40
35,9,White,Male,40
18,7,White,Male,20
47,11,White,Male,40
25,10,White,Female,8
41,9,White,Male,50
23,10,Asian-Pac-Islander,Female,24
41,9,White,Female,40
26,10,White,Male,50
30,10,White,Male,40
42,10,White,Male,40
35,9,White,Female,40
28,13,White,Male,18
29,10,White,Female,40
21,10,White,Female,15
48,14,White,Male,40
44,9,White,Male,60
34,5,White,Male,40
19,9,White,Female,25
32,10,White,Male,40
31,12,Black,Female,40
25,9,White,Male,40
47,9,Black,Male,40
46,7,White,Female,40
18,8,White,Male,40
31,10,White,Female,20
28,9,White,Female,40
38,9,White,Male,48
33,9,White,Male,40
17,6,White,Female,15
41,11,White,Male,40
46,10,White,Male,40
38,10,White,Male,44
24,13,White,Male,60
49,9,White,Male,40
60,10,Amer-Indian-Eskimo,Female,40
44,13,White,Male,60
63,11,White,Male,40
40,9,White,Male,60
45,10,White,Male,50
49,10,White,Male,50
36,9,White,Female,40
65,9,White,Male,8
41,13,White,Male,20
25,14,White,Female,40
20,10,White,Female,35
60,11,White,Male,40
17,7,White,Female,20
28,12,White,Female,16
31,12,Other,Male,50
47,14,White,Female,35
45,10,White,Male,45
51,13,White,Male,40
23,9,Black,Male,40
44,14,White,Female,60
34,9,White,Male,50
19,10,White,Male,10
51,9,White,Male,40
46,9,White,Male,40
30,16,Asian-Pac-Islander,Male,40
37,6,White,Male,35
56,15,White,Male,45
29,9,White,Male,45
46,14,White,Male,50
55,9,White,Male,40
45,13,White,Male,48
34,9,White,Male,40
45,5,Black,Male,40
41,13,White,Male,40
22,10,White,Male,20
34,15,White,Male,50
27,9,Black,Male,40
29,10,Black,Male,37
19,8,White,Female,30
47,13,White,Male,40
43,10,White,Male,50
52,11,Black,Female,60
33,12,White,Male,60
29,5,White,Male,40
23,9,White,Male,40
23,10,White,Male,40
39,13,White,Male,60
43,3,White,Female,40
31,9,White,Male,40
47,9,White,Male,40
26,9,White,Male,60
58,10,White,Female,55
47,15,White,Male,50
55,13,White,Female,38
26,9,White,Female,40
28,9,White,Female,40
36,9,Black,Male,40
40,9,White,Male,50
19,7,White,Male,40
63,13,White,Male,40
42,13,White,Male,40
76,5,White,Male,13
23,11,White,Female,40
38,3,White,Male,40
33,14,Asian-Pac-Islander,Male,30
48,14,White,Male,40
56,10,White,Male,40
32,9,Black,Male,40
44,10,White,Female,25
27,9,Black,Female,40
33,10,White,Male,50
22,3,White,Male,40
18,10,White,Female,20
44,9,White,Male,40
42,9,Amer-Indian-Eskimo,Male,60
34,10,White,Female,40
45,9,White,Male,40
57,9,White,Male,40
59,13,White,Male,40
33,10,Black,Female,40
52,9,Other,Male,49
17,8,White,Female,15
29,9,White,Male,30
63,13,White,Male,30
20,10,White,Male,24
42,15,White,Male,50
50,9,White,Male,50
55,9,White,Female,30
27,12,Black,Female,25
28,13,White,Male,45
55,11,White,Male,45
44,10,White,Male,40
53,10,White,Female,40
23,9,White,Male,40
25,9,White,Female,40
44,13,White,Female,40
55,14,White,Male,40
48,10,White,Male,35
46,9,White,Male,40
26,10,White,Male,40
30,4,White,Male,45
32,14,White,Male,40
52,9,White,Male,48
52,9,White,Male,50
39,9,White,Female,47
57,13,White,Male,40
21,9,White,Male,40
22,10,White,Male,10
26,10,White,Male,40
26,10,White,Male,40
44,11,Black,Male,40
42,10,White,Female,30
40,10,White,Male,43
22,7,White,Male,45
62,9,White,Male,45
44,10,White,Male,40
18,10,White,Female,40
33,2,White,Male,40
45,9,White,Male,50
18,7,White,Male,40
32,10,White,Male,40
33,16,White,Female,60
20,10,White,Male,15
68,9,White,Male,20
61,4,White,Male,50
48,16,White,Male,40
45,9,White,Male,40
36,9,White,Female,40
32,9,Black,Female,32
35,13,White,Female,40
39,9,White,Male,40
53,4,White,Male,40
30,10,Black,Female,16
37,9,Asian-Pac-Islander,Male,40
40,13,White,Male,45
25,10,Black,Female,40
41,9,Black,Female,60
52,9,White,Male,98
33,9,White,Male,40
28,9,White,Male,40
25,9,White,Male,40
53,10,White,Male,55
44,2,White,Male,10
35,9,White,Female,40
38,10,White,Male,58
34,9,White,Male,40
33,9,White,Female,40
24,10,White,Female,45
65,9,Black,Female,25
29,12,White,Male,60
39,15,White,Male,65
46,10,White,Male,40
37,4,White,Male,60
47,14,White,Male,47
62,10,White,Male,40
54,9,White,Male,60
90,10,Asian-Pac-Islander,Male,35
33,12,White,Male,20
57,10,White,Male,45
25,12,White,Male,40
44,10,White,Male,50
52,13,White,Male,50
21,10,White,Male,40
31,9,Black,Male,18
39,14,White,Male,40
59,9,White,Female,40
29,9,White,Male,55
49,4,Black,Male,45
34,5,White,Male,40
22,13,White,Male,40
32,13,Other,Male,40
39,9,Black,Female,40
46,14,White,Male,60
50,9,White,Male,40
34,9,White,Male,40
28,14,White,Female,55
18,8,White,Female,24
20,9,White,Male,30
20,9,White,Female,40
55,11,Amer-Indian-Eskimo,Female,38
22,10,Black,Female,40
60,14,White,Male,40
40,6,White,Male,50
47,10,White,Female,30
23,13,White,Female,35
57,9,White,Female,40
52,7,White,Male,40
42,4,White,Male,40
25,12,White,Male,20
49,9,White,Female,40
41,10,White,Male,40
40,11,Black,Male,30
38,13,White,Male,55
58,9,White,Male,40
26,13,Black,Female,35
57,6,White,Female,70
28,9,White,Male,60
42,9,White,Female,40
28,10,White,Male,55
17,5,Black,Male,40
39,5,White,Male,40
28,9,Black,Male,40
42,9,White,Male,48
51,10,White,Female,50
27,10,White,Female,39
41,9,White,Female,43
28,13,White,Male,40
54,10,White,Female,30
73,9,White,Female,8
49,9,White,Female,30
47,14,White,Male,40
27,10,White,Male,49
42,13,White,Female,45
32,9,Black,Female,40
32,9,White,Male,41
27,14,White,Male,40
29,9,White,Male,40
22,11,White,Male,30
41,9,White,Male,40
49,10,White,Male,40
58,9,White,Male,50
41,9,White,Male,40
26,5,White,Male,35
21,9,White,Male,55
32,9,White,Female,2
37,13,White,Male,50
23,13,White,Male,20
42,10,White,Male,40
25,9,White,Male,26
67,10,White,Female,40
41,9,Black,Female,38
49,14,White,Female,50
36,13,White,Female,45
18,7,White,Male,35
25,3,White,Male,40
43,15,White,Male,50
38,16,White,Female,36
21,10,White,Male,20
65,13,White,Male,15
66,11,White,Female,35
33,7,Black,Male,60
51,9,Black,Female,38
27,9,White,Male,40
17,8,White,Female,16
32,13,White,Male,45
61,9,White,Female,36
38,9,White,Male,40
43,10,White,Female,40
40,16,Asian-Pac-Islander,Male,40
63,13,White,Male,35
76,10,White,Male,20
42,12,White,Female,40
43,13,White,Male,40
76,14,White,Male,30
41,15,White,Male,45
17,6,White,Male,20
30,9,White,Male,40
30,13,White,Male,50
22,10,White,Male,25
53,13,Other,Female,20
28,9,Black,Female,52
25,11,White,Female,40
24,10,Black,Female,40
47,6,White,Male,40
34,11,White,Male,50
26,10,White,Female,20
63,13,Amer-Indian-Eskimo,Female,56
25,11,White,Male,75
28,13,White,Male,45
36,9,White,Female,40
24,13,White,Male,40
51,13,Asian-Pac-Islander,Female,35
44,13,White,Male,50
18,8,White,Male,12
54,10,White,Male,40
61,10,White,Female,40
51,13,White,Male,45
43,4,White,Male,40
51,9,White,Male,40
50,9,Black,Female,40
27,9,White,Female,25
24,10,White,Male,30
20,10,White,Male,20
52,13,White,Male,40
57,4,White,Male,40
49,10,White,Male,60
42,13,White,Female,35
22,7,White,Female,40
38,10,White,Male,40
21,10,White,Female,20
39,13,White,Male,60
52,10,White,Female,35
25,12,White,Female,40
50,10,White,Female,40
35,10,White,Male,80
50,11,White,Female,40
58,9,White,Male,25
48,13,White,Male,45
30,10,White,Female,35
18,7,White,Male,12
29,9,White,Male,40
52,10,White,Male,45
63,9,White,Male,40
36,14,White,Female,40
24,10,White,Female,42
30,12,Black,Male,40
23,9,Other,Male,40
35,9,White,Female,20
21,13,White,Female,20
28,10,White,Male,43
20,9,White,Male,40
18,7,White,Male,20
21,10,White,Female,15
27,9,White,Male,40
42,10,White,Female,40
21,10,White,Female,30
51,10,White,Male,40
27,13,White,Female,40
23,9,White,Male,40
57,10,White,Male,40
22,13,White,Female,12
59,5,White,Male,60
38,9,White,Male,40
20,9,White,Male,40
90,5,White,Female,40
35,11,White,Male,40
50,9,White,Male,38
45,16,White,Male,50
44,14,White,Male,50
23,12,White,Male,40
34,7,White,Male,40
23,13,White,Female,43
39,10,White,Male,40
19,10,White,Male,55
54,10,White,Male,40
40,14,White,Male,43
44,10,White,Male,50
31,10,White,Female,20
25,5,White,Male,40
33,13,White,Female,32
32,9,White,Male,60
36,6,White,Male,40
47,10,Other,Male,55
80,14,White,Female,10
21,10,White,Female,8
35,10,White,Male,60
77,14,White,Male,45
30,9,White,Male,40
35,9,White,Male,40
49,4,White,Male,40
33,9,White,Female,25
53,10,White,Male,45
41,9,White,Male,55
57,13,White,Male,40
21,10,White,Female,25
19,10,White,Female,40
28,13,White,Female,45
42,14,White,Male,60
29,10,White,Male,55
38,11,White,Female,25
26,10,White,Male,20
41,10,White,Male,60
40,10,White,Female,40
36,16,White,Male,40
28,9,White,Male,40
25,13,Black,Female,20
42,9,White,Male,60
32,9,White,Male,40
32,12,White,Male,30
37,3,White,Male,40
39,9,White,Male,56
49,13,White,Male,40
28,9,Black,Male,40
24,5,White,Female,20
19,9,White,Female,40
31,9,White,Male,40
40,9,White,Female,40
29,4,White,Male,30
59,9,White,Male,48
52,12,White,Male,40
27,13,White,Male,40
45,13,White,Male,45
58,13,Asian-Pac-Islander,Male,40
53,13,White,Male,40
23,9,White,Male,25
35,7,White,Male,40
49,9,White,Male,40
49,12,White,Female,40
25,8,White,Male,40
47,14,White,Female,50
28,12,White,Female,40
20,10,White,Female,30
74,3,White,Male,56
19,9,White,Male,24
28,9,White,Male,40
31,10,Black,Female,40
61,10,White,Male,40
30,11,White,Male,53
20,10,White,Male,40
35,4,White,Male,40
23,13,White,Male,40
25,13,White,Female,30
19,9,White,Male,30
30,14,White,Male,45
26,9,White,Male,35
34,9,White,Male,45
49,13,Black,Female,40
35,10,White,Male,40
38,9,White,Female,40
36,9,Black,Male,20
33,9,Amer-Indian-Eskimo,Male,48
54,10,White,Female,40
19,9,White,Male,40
18,6,White,Male,40
60,9,White,Male,40
28,9,White,Male,40
43,9,White,Male,40
49,3,White,Male,40
25,13,White,Male,70
17,6,White,Male,20
41,13,White,Male,60
30,10,Black,Male,35
90,14,White,Male,60
25,9,White,Male,40
27,11,White,Male,35
29,9,White,Male,40
55,10,Black,Male,40
31,13,Black,Female,40
43,11,White,Male,99
63,14,White,Female,40
46,4,White,Male,40
59,9,White,Male,40
42,13,Black,Female,50
26,13,White,Female,20
26,10,White,Male,45
20,10,White,Female,30
19,9,Black,Female,40
61,5,White,Male,40
23,9,White,Male,40
24,9,White,Female,40
35,13,White,Male,40
42,9,White,Male,12
31,8,White,Female,21
31,9,White,Female,55
63,13,White,Female,25
29,11,White,Female,64
43,13,White,Male,40
22,13,Asian-Pac-Islander,Female,10
17,7,White,Male,25
23,13,White,Male,40
35,5,White,Male,45
32,9,Other,Female,28
50,13,White,Male,60
25,9,White,Male,40
26,14,White,Female,40
32,13,White,Male,40
29,11,White,Male,50
57,10,White,Male,40
90,14,Black,Male,50
35,11,White,Female,40
31,10,Black,Male,60
60,9,White,Female,33
21,11,White,Female,40
71,14,White,Female,40
22,11,White,Male,30
50,9,White,Female,40
37,10,White,Male,45
23,9,Asian-Pac-Islander,Female,40
74,9,White,Male,30
67,10,White,Male,70
59,10,White,Male,43
28,9,White,Male,40
45,9,Amer-Indian-Eskimo,Male,40
63,10,White,Male,20
39,13,White,Female,63
33,10,Black,Female,40
32,13,Asian-Pac-Islander,Male,40
34,13,White,Male,45
39,9,White,Male,40
29,14,White,Male,36
22,9,White,Male,40
53,13,White,Female,43
46,11,White,Male,42
51,10,White,Female,40
44,15,White,Female,99
56,9,White,Female,40
27,13,Black,Female,40
52,5,Asian-Pac-Islander,Female,30
39,13,White,Male,40
45,10,White,Male,40
37,10,White,Male,45
33,9,White,Male,40
35,9,White,Female,4
46,3,White,Female,45
35,8,White,Female,50
33,9,Black,Male,50
48,13,White,Male,40
32,9,White,Male,50
18,6,White,Male,40
20,10,White,Female,32
35,9,Asian-Pac-Islander,Male,60
19,9,White,Female,25
21,9,White,Female,40
56,7,White,Female,40
28,13,White,Female,16
45,9,White,Female,40
32,11,White,Female,45
44,13,White,Male,12
55,9,White,Male,40
34,10,White,Male,40
33,14,White,Male,40
36,13,White,Male,55
25,9,White,Female,40
28,13,White,Male,40
39,13,White,Male,55
53,6,White,Female,40
47,9,Amer-Indian-Eskimo,Female,45
49,11,White,Male,60
22,9,Amer-Indian-Eskimo,Male,40
31,10,White,Male,40
44,10,White,Male,80
19,9,White,Male,40
37,9,White,Male,40
60,9,White,Male,35
23,10,White,Male,25
44,15,White,Male,65
54,9,White,Female,35
23,9,White,Male,38
21,10,White,Female,10
19,10,White,Male,25
51,13,White,Male,20
41,13,White,Male,50
61,10,White,Male,18
19,6,Amer-Indian-Eskimo,Female,40
22,13,White,Male,40
22,9,White,Female,40
49,4,White,Male,32
35,6,White,Male,50
38,10,White,Male,40
29,9,White,Male,40
56,11,White,Male,45
41,10,White,Female,80
62,14,White,Male,45
27,9,White,Male,40
55,9,White,Female,40
25,9,White,Male,42
33,13,White,Male,75
26,9,White,Female,40
43,9,White,Male,45
53,14,White,Male,40
43,13,White,Female,40
56,9,White,Male,35
25,13,White,Male,50
60,14,Black,Male,40
28,10,White,Female,40
21,9,White,Male,40
40,13,Black,Female,40
29,9,Black,Male,40
20,10,White,Female,25
25,9,White,Male,80
18,7,White,Female,10
32,12,White,Male,35
27,2,Other,Male,35
48,9,White,Female,16
20,10,White,Female,25
55,9,White,Female,40
33,13,White,Female,50
21,10,White,Female,12
43,9,White,Male,30
35,10,White,Male,40
39,13,White,Male,35
19,9,Asian-Pac-Islander,Female,40
25,9,Black,Female,40
44,10,White,Male,72
27,12,White,Male,40
39,9,White,Female,40
69,6,White,Male,40
34,13,Asian-Pac-Islander,Female,40
20,10,White,Male,35
37,3,White,Female,40
43,13,White,Female,39
62,9,White,Male,48
34,14,Black,Female,40
31,10,White,Male,48
42,16,White,Female,60
26,9,White,Female,30
39,10,White,Female,75
25,13,White,Male,40
54,10,Black,Male,30
44,14,White,Male,60
34,14,White,Male,38
21,10,White,Male,40
50,3,White,Male,55
33,9,White,Male,40
40,12,White,Female,40
44,14,White,Male,40
33,12,White,Male,56
21,10,White,Male,40
35,13,Black,Female,60
43,10,White,Male,40
57,6,White,Male,30
51,14,White,Male,45
29,9,White,Male,40
51,9,Black,Male,40
35,9,White,Male,40
18,7,White,Male,20
58,6,White,Male,50
57,10,White,Male,40
19,9,White,Female,20
37,10,White,Female,40
38,9,White,Male,44
45,10,White,Female,40
27,10,Asian-Pac-Islander,Male,40
64,4,White,Female,40
38,10,White,Male,72
30,9,White,Male,30
46,13,White,Male,40
18,6,White,Female,30
60,9,White,Male,40
30,9,White,Male,44
47,10,Black,Male,40
39,13,White,Female,40
42,10,White,Male,45
27,10,White,Female,40
44,10,White,Male,40
33,13,White,Male,40
54,13,White,Male,50
58,10,White,Male,35
45,13,White,Male,30
59,10,White,Male,50
29,12,White,Female,50
27,9,White,Female,40
44,14,White,Male,20
44,9,White,Male,40
33,10,White,Male,70
27,9,White,Male,40
33,13,White,Male,55
55,11,Black,Female,40
32,11,Other,Male,60
31,11,White,Male,45
57,15,White,Male,60
30,13,White,Male,45
78,9,White,Female,1
28,13,White,Female,48
30,10,Asian-Pac-Islander,Male,40
29,14,White,Male,40
66,9,Black,Female,3
60,9,White,Male,45
31,13,White,Male,40
26,9,White,Male,40
24,9,White,Male,45
29,13,White,Male,50
44,9,White,Male,45
34,13,White,Male,55
59,13,White,Male,43
23,13,Asian-Pac-Islander,Male,24
23,7,White,Male,40
55,11,Black,Female,35
39,9,White,Male,40
39,7,Black,Male,40
57,4,White,Male,75
35,9,White,Female,40
39,11,White,Male,48
47,9,White,Female,38
53,16,White,Male,50
23,10,Black,Male,25
35,14,White,Male,50
44,10,White,Female,40
28,9,White,Female,25
26,13,Asian-Pac-Islander,Female,40
23,9,White,Male,45
32,9,White,Male,25
49,10,White,Male,50
36,10,White,Male,60
36,9,White,Female,36
41,3,Other,Male,40
21,12,Amer-Indian-Eskimo,Female,46
54,13,White,Male,40
43,10,Black,Female,40
35,10,White,Female,40
31,10,White,Male,50
46,10,Asian-Pac-Islander,Male,40
46,9,White,Female,40
56,9,White,Male,40
45,14,White,Female,1
21,9,White,Male,40
51,14,White,Male,50
47,10,White,Male,20
42,3,White,Male,40
19,10,White,Female,30
25,13,White,Male,40
37,14,White,Male,60
35,8,Black,Male,40
40,9,White,Male,30
57,7,White,Male,15
38,9,White,Male,50
48,6,White,Female,38
34,10,White,Female,34
46,10,White,Male,40
30,9,White,Male,38
45,14,White,Male,50
32,13,White,Male,50
35,9,White,Male,48
62,10,White,Female,39
56,9,White,Male,40
50,11,White,Male,40
25,13,White,Male,40
41,10,Black,Male,33
35,9,White,Female,27
33,10,White,Male,41
38,12,White,Female,40
37,13,White,Male,40
56,9,White,Male,40
19,4,White,Male,32
31,5,White,Female,40
53,9,Other,Male,40
33,9,White,Male,35
72,2,Black,Male,40
54,9,White,Male,50
30,13,White,Female,40
51,16,White,Male,40
30,9,White,Male,50
30,13,White,Male,50
32,10,Black,Male,16
30,10,White,Male,50
35,14,White,Male,40
40,10,White,Female,44
38,13,White,Female,40
19,6,White,Female,30
32,10,White,Male,44
49,14,White,Female,40
76,13,White,Male,10
60,13,White,Male,35
60,5,White,Male,40
55,16,White,Male,80
41,13,White,Female,30
24,9,White,Male,40
53,14,White,Male,60
69,10,White,Female,38
71,10,White,Male,30
41,9,White,Female,40
32,9,White,Female,40
45,7,White,Male,40
59,13,White,Male,40
31,9,White,Female,35
40,9,White,Female,37
44,11,White,Male,40
63,10,White,Female,60
31,10,White,Male,56
51,13,White,Male,20
51,7,Asian-Pac-Islander,Male,40
23,9,White,Male,40
49,4,White,Male,48
56,9,White,Male,45
39,9,White,Male,40
39,15,White,Male,50
30,9,White,Female,40
43,13,White,Male,50
31,10,White,Male,50
44,14,White,Male,35
43,15,White,Male,30
37,16,White,Male,72
41,10,White,Male,46
43,9,White,Male,40
47,10,White,Male,40
38,15,White,Male,45
46,11,White,Male,40
19,10,White,Female,40
19,3,White,Male,50
24,13,White,Male,45
39,10,White,Male,65
37,11,White,Female,30
28,13,Black,Female,40
40,9,White,Male,40
27,12,White,Female,40
22,9,White,Female,40
21,10,White,Male,12
32,9,White,Female,40
20,9,White,Male,40
45,14,White,Male,48
46,15,White,Male,40
46,11,White,Female,45
26,10,White,Male,44
47,13,White,Male,60
22,10,White,Female,10
34,9,White,Male,60
49,2,White,Male,40
20,10,White,Male,25
28,9,White,Male,45
30,7,Black,Male,40
23,9,White,Male,40
20,5,White,Male,40
31,10,White,Male,55
46,2,White,Male,40
42,9,White,Female,40
60,4,White,Male,40
30,13,White,Male,50
27,10,White,Male,48
20,5,White,Female,32
56,13,White,Male,40
41,10,White,Male,60
61,9,White,Male,40
47,9,Black,Female,40
60,5,White,Male,37
33,5,White,Male,50
40,10,White,Female,25
48,13,White,Male,45
56,9,White,Male,40
50,11,White,Male,55
57,14,White,Male,40
20,10,Other,Female,40
46,11,White,Female,36
21,10,White,Female,40
37,9,White,Male,40
42,10,White,Male,40
20,9,White,Female,30
54,16,White,Male,50
32,9,White,Female,22
62,10,White,Female,1
50,10,White,Male,40
49,10,Black,Female,40
48,12,White,Male,50
24,10,Black,Female,40
46,14,Asian-Pac-Islander,Male,40
42,9,White,Female,40
52,10,White,Male,40
58,12,Black,Female,40
37,10,Amer-Indian-Eskimo,Female,40
34,9,White,Male,40
26,10,White,Male,40
18,10,White,Female,20
33,10,Black,Male,40
41,10,White,Female,15
21,12,White,Female,20
23,11,White,Female,40
26,10,White,Female,40
33,13,White,Female,40
24,10,White,Female,45
43,6,Asian-Pac-Islander,Male,42
52,9,White,Female,40
27,10,Black,Female,40
61,4,White,Female,40
35,9,White,Male,40
35,9,White,Male,40
45,9,White,Male,55
43,9,White,Male,40
51,9,White,Male,40
35,13,White,Male,40
47,13,White,Male,45
22,10,White,Male,40
49,11,White,Male,60
20,9,White,Male,20
19,6,White,Female,40
27,9,White,Male,40
42,12,White,Female,45
27,10,White,Male,40
23,10,White,Male,35
20,10,White,Female,10
47,9,White,Male,50
17,8,Black,Male,18
76,6,White,Male,1
39,10,White,Female,40
25,5,White,Male,40
31,11,Black,Female,43
44,9,Black,Male,20
53,11,White,Male,40
34,10,White,Male,45
45,10,White,Male,60
34,9,White,Male,45
35,14,White,Male,40
36,10,White,Male,48
45,10,White,Female,45
37,10,White,Male,60
53,12,White,Male,40
35,14,White,Female,50
38,9,White,Male,70
65,10,White,Male,40
49,6,White,Male,70
24,9,White,Male,40
54,10,White,Male,40
17,6,White,Female,12
19,8,White,Male,16
60,9,White,Female,40
46,13,White,Male,35
78,14,White,Female,15
26,10,Black,Female,40
58,2,White,Male,38
37,9,White,Male,55
41,14,White,Male,38
30,13,White,Male,40
19,10,White,Female,30
48,13,White,Male,60
22,10,White,Female,24
50,14,White,Male,60
25,2,White,Female,40
18,6,White,Male,6
21,9,White,Male,40
47,10,White,Male,50
33,9,Amer-Indian-Eskimo,Female,36
39,9,White,Male,40
67,13,White,Male,8
19,10,White,Male,24
18,6,White,Male,11
36,9,Black,Male,40
23,10,White,Male,25
25,10,White,Female,20
40,10,White,Male,40
73,9,White,Male,40
35,10,White,Male,40
31,12,White,Male,40
20,6,White,Male,40
20,9,White,Female,40
27,9,White,Male,40
66,6,White,Male,30
66,14,White,Male,50
64,14,White,Female,35
48,10,White,Male,53
24,13,White,Female,40
51,9,White,Male,60
25,13,White,Male,60
33,7,White,Female,20
50,9,White,Male,50
51,4,Black,Male,50
34,13,White,Male,38
41,4,Black,Female,40
30,10,White,Male,40
59,10,White,Male,40
41,10,White,Male,40
36,14,White,Male,45
37,2,White,Male,85
28,9,Amer-Indian-Eskimo,Male,30
19,9,White,Male,40
28,10,White,Male,45
62,6,Black,Male,40
36,14,White,Male,45
58,6,White,Male,40
42,9,White,Male,50
43,9,White,Male,40
29,9,White,Male,40
32,9,White,Male,50
64,5,White,Male,40
39,13,White,Female,20
26,13,Black,Female,20
19,9,White,Male,30
21,9,White,Female,45
32,10,White,Female,40
30,12,White,Male,45
26,13,White,Female,50
20,10,Asian-Pac-Islander,Female,15
19,10,White,Male,30
33,13,White,Male,42
23,10,White,Male,40
29,9,White,Male,45
42,9,White,Female,40
30,9,White,Male,50
63,9,Asian-Pac-Islander,Female,20
34,9,White,Male,40
60,10,White,Male,24
48,9,White,Male,50
25,13,White,Male,50
27,11,Black,Female,40
55,9,White,Male,55
32,10,Black,Female,40
22,10,White,Male,25
25,9,White,Male,50
18,7,White,Female,16
24,10,White,Female,44
29,13,White,Female,40
73,7,White,Male,3
39,9,White,Male,40
33,14,White,Male,40
57,9,White,Female,40
22,6,White,Female,40
33,9,White,Female,20
33,9,White,Male,60
42,9,White,Male,40
43,13,White,Male,45
57,10,White,Male,38
42,14,White,Male,40
22,10,White,Male,30
21,10,White,Female,35
42,13,White,Male,50
39,10,White,Male,55
41,10,White,Female,32
20,9,Black,Male,40
47,10,White,Male,40
44,10,White,Female,40
29,13,Black,Female,40
52,10,White,Female,16
71,10,White,Male,35
52,9,White,Male,55
36,9,White,Male,40
53,10,White,Male,48
37,9,White,Female,30
26,6,White,Male,40
34,13,White,Male,55
35,13,White,Male,50
20,5,White,Female,40
34,10,White,Male,40
56,13,White,Male,60
39,13,White,Female,36
24,10,White,Female,20
24,7,White,Female,35
23,13,White,Male,50
27,13,White,Male,45
25,9,White,Female,40
29,10,White,Female,40
42,10,White,Female,37
51,9,White,Male,40
31,11,White,Male,40
59,2,White,Male,40
29,9,White,Female,40
18,9,White,Female,20
24,9,White,Female,36
38,10,White,Male,40
36,9,Black,Female,28
34,9,White,Male,50
42,13,White,Male,70
45,8,Black,Male,35
21,11,White,Male,40
64,16,White,Male,60
32,9,Black,Male,40
45,13,White,Male,40
53,3,Asian-Pac-Islander,Male,40
42,9,White,Male,16
32,9,White,Female,40
49,9,White,Male,40
62,3,White,Male,24
28,13,White,Male,45
29,16,White,Male,50
32,9,White,Male,35
37,6,White,Male,50
38,13,Asian-Pac-Islander,Male,50
44,9,White,Male,25
19,9,White,Male,40
22,10,White,Male,40
24,13,White,Female,40
58,9,White,Male,50
56,13,White,Female,40
37,6,White,Female,40
43,10,White,Male,40
32,9,White,Male,40
34,13,Black,Female,40
